masse_A
t,x,y
4.250000000E0,8.524475098E-1,-7.214342356E-1
4.258333333E0,8.527353124E-1,-7.197441894E-1
4.266666667E0,8.515554574E-1,-7.210419846E-1
4.275000000E0,8.519019824E-1,-7.199643785E-1
4.283333333E0,8.514658302E-1,-7.212921947E-1
4.291666667E0,8.518864464E-1,-7.197363588E-1
4.300000000E0,8.514019088E-1,-7.214247029E-1
4.308333333E0,8.518656189E-1,-7.196212909E-1
4.316666667E0,8.513589671E-1,-7.214921180E-1
4.325000000E0,8.518473367E-1,-7.195682363E-1
4.333333333E0,8.513376371E-1,-7.215188599E-1
4.341666667E0,8.518394703E-1,-7.195435718E-1
4.350000000E0,8.513273853E-1,-7.215323473E-1
4.358333333E0,8.518302462E-1,-7.195373964E-1
4.366666667E0,8.509361061E-1,-7.211359967E-1
4.375000000E0,8.510196925E-1,-7.200342257E-1
4.383333333E0,8.510564671E-1,-7.213741338E-1
4.391666667E0,8.509912493E-1,-7.197700156E-1
4.400000000E0,8.510496607E-1,-7.214871711E-1
4.408333333E0,8.510749551E-1,-7.196392259E-1
4.416666667E0,8.511117517E-1,-7.214428187E-1
4.425000000E0,8.507656771E-1,-7.205701007E-1
4.433333333E0,8.506251167E-1,-7.206834784E-1
4.441666667E0,8.504726587E-1,-7.208040126E-1
4.450000000E0,8.497637956E-1,-7.204786116E-1
4.458333333E0,8.495892791E-1,-7.211301701E-1
4.466666667E0,8.498463817E-1,-7.201223712E-1
4.475000000E0,8.495301538E-1,-7.213866614E-1
4.483333333E0,8.499117146E-1,-7.198877922E-1
4.491666667E0,8.495116657E-1,-7.214709094E-1
4.500000000E0,8.499584872E-1,-7.197595524E-1
4.508333333E0,8.494650639E-1,-7.213833774E-1
4.516666667E0,8.499575102E-1,-7.198425615E-1
4.525000000E0,8.494700293E-1,-7.214551155E-1
4.533333333E0,8.499971723E-1,-7.197495924E-1
4.541666667E0,8.494745199E-1,-7.214895709E-1
4.550000000E0,8.500182621E-1,-7.197098315E-1
4.558333333E0,8.494779707E-1,-7.215062623E-1
4.566666667E0,8.497971067E-1,-7.200629347E-1
4.575000000E0,8.499024005E-1,-7.200756623E-1
4.583333333E0,8.493932368E-1,-7.216289496E-1
4.591666667E0,8.494991478E-1,-7.202356551E-1
4.600000000E0,8.493927599E-1,-7.213359649E-1
4.608333333E0,8.492533497E-1,-7.201617041E-1
4.616666667E0,8.494669230E-1,-7.201050992E-1
4.625000000E0,8.492822076E-1,-7.215101754E-1
4.633333333E0,8.494956006E-1,-7.198264809E-1
4.641666667E0,8.494367969E-1,-7.212126041E-1
4.650000000E0,8.494472947E-1,-7.199740194E-1
4.658333333E0,8.494684825E-1,-7.213635264E-1
4.666666667E0,8.494731409E-1,-7.197380506E-1
4.675000000E0,8.495029239E-1,-7.214308337E-1
4.683333333E0,8.494923311E-1,-7.196149458E-1
4.691666667E0,8.495237798E-1,-7.214603672E-1
4.700000000E0,8.495071491E-1,-7.195449466E-1
4.708333333E0,8.495364766E-1,-7.214752353E-1
4.716666667E0,8.495150252E-1,-7.195107606E-1
4.725000000E0,8.485455953E-1,-7.208123800E-1
4.733333333E0,8.485739388E-1,-7.201423036E-1
4.741666667E0,8.483888655E-1,-7.211627244E-1
4.750000000E0,8.485009415E-1,-7.198570973E-1
4.758333333E0,8.482595872E-1,-7.213344040E-1
4.766666667E0,8.484366276E-1,-7.196630167E-1
4.775000000E0,8.481745527E-1,-7.214234785E-1
4.783333333E0,8.483883884E-1,-7.195731788E-1
4.791666667E0,8.481251157E-1,-7.214601809E-1
4.800000000E0,8.483569821E-1,-7.195328050E-1
4.808333333E0,8.480956196E-1,-7.214760673E-1
4.816666667E0,8.483392735E-1,-7.195133005E-1
4.825000000E0,8.480781343E-1,-7.214816456E-1
4.833333333E0,8.483275626E-1,-7.195079905E-1
4.841666667E0,8.480684251E-1,-7.214822642E-1
4.850000000E0,8.483221150E-1,-7.195042086E-1
4.858333333E0,8.480645310E-1,-7.214827231E-1
4.866666667E0,8.483203135E-1,-7.195012625E-1
4.875000000E0,8.480621789E-1,-7.214836771E-1
4.883333333E0,8.483195985E-1,-7.195018355E-1
4.891666667E0,8.480614086E-1,-7.214837342E-1
4.900000000E0,8.483188835E-1,-7.195024379E-1
4.908333333E0,8.480614086E-1,-7.214837342E-1
4.916666667E0,8.483188835E-1,-7.195024379E-1
4.925000000E0,8.487757910E-1,-7.201619400E-1
4.933333333E0,8.488719082E-1,-7.202020162E-1
4.941666667E0,8.489660619E-1,-7.202540377E-1
4.950000000E0,8.490564869E-1,-7.208019066E-1
4.958333333E0,8.487093303E-1,-7.210748797E-1
4.966666667E0,8.486717110E-1,-7.200184823E-1
4.975000000E0,8.485900942E-1,-7.212688656E-1
4.983333333E0,8.485938078E-1,-7.198550673E-1
4.991666667E0,8.485065510E-1,-7.213586697E-1
5.000000000E0,8.485401996E-1,-7.197633982E-1
5.008333333E0,8.483295496E-1,-7.211238033E-1
5.016666667E0,8.485124934E-1,-7.200677333E-1
5.025000000E0,8.483696006E-1,-7.212618917E-1
5.033333333E0,8.485436127E-1,-7.196249912E-1
